timestamp,zone,pressure,flow,temperature,label
2025-04-01 16:45:00,Zone C,2.89,16.53,22,normal
2025-04-01 16:50:00,Zone C,2.69,13.0,23,normal
2025-04-01 16:55:00,Zone B,2.72,14.15,24,normal
2025-04-01 17:00:00,Zone B,2.57,14.09,21,normal
2025-04-01 17:05:00,Zone B,2.19,20.01,20,leak
2025-04-01 17:10:00,Zone B,2.58,15.32,24,normal
2025-04-01 17:15:00,Zone C,2.95,16.26,25,normal
2025-04-01 17:20:00,Zone A,2.53,16.77,24,normal
2025-04-01 17:25:00,Zone C,2.61,15.36,25,normal
2025-04-01 17:30:00,Zone B,2.82,16.58,22,normal
2025-04-01 17:35:00,Zone C,2.58,14.71,18,normal
2025-04-01 17:40:00,Zone B,2.82,16.73,21,normal
2025-04-01 17:45:00,Zone C,2.7,15.9,18,normal
2025-04-01 17:50:00,Zone A,2.81,13.59,24,normal
2025-04-01 17:55:00,Zone A,2.64,14.41,20,normal
2025-04-01 18:00:00,Zone C,2.74,16.71,21,normal
2025-04-01 18:05:00,Zone B,2.68,16.51,20,normal
2025-04-01 18:10:00,Zone B,2.83,16.45,25,normal
2025-04-01 18:15:00,Zone C,1.95,18.35,21,leak
2025-04-01 18:20:00,Zone C,2.76,14.77,18,normal
2025-04-01 18:25:00,Zone A,2.86,15.75,23,normal
2025-04-01 18:30:00,Zone B,2.52,14.44,20,normal
2025-04-01 18:35:00,Zone C,2.14,21.55,21,leak
2025-04-01 18:40:00,Zone B,2.79,15.8,25,normal
2025-04-01 18:45:00,Zone B,2.95,14.01,18,normal
2025-04-01 18:50:00,Zone C,2.78,13.01,24,normal
2025-04-01 18:55:00,Zone C,2.94,14.57,19,normal
2025-04-01 19:00:00,Zone A,2.98,16.92,25,normal
2025-04-01 19:05:00,Zone C,2.94,16.59,22,normal
2025-04-01 19:10:00,Zone C,2.61,16.31,19,normal
2025-04-01 19:15:00,Zone A,2.97,15.36,21,normal
2025-04-01 19:20:00,Zone A,2.61,14.21,18,normal
2025-04-01 19:25:00,Zone B,2.61,13.21,21,normal
2025-04-01 19:30:00,Zone A,2.91,13.26,22,normal
2025-04-01 19:35:00,Zone B,2.72,16.0,24,normal
2025-04-01 19:40:00,Zone C,2.57,15.79,24,normal
2025-04-01 19:45:00,Zone C,2.77,14.64,23,normal
2025-04-01 19:50:00,Zone B,1.92,19.15,23,leak
2025-04-01 19:55:00,Zone C,2.86,14.41,20,normal
2025-04-01 20:00:00,Zone A,2.56,15.9,23,normal
2025-04-01 20:05:00,Zone A,2.5,16.68,25,normal
2025-04-01 20:10:00,Zone C,2.64,13.73,18,normal
2025-04-01 20:15:00,Zone A,3.0,15.19,24,normal
2025-04-01 20:20:00,Zone C,2.89,14.21,25,normal
2025-04-01 20:25:00,Zone C,2.53,13.26,25,normal
2025-04-01 20:30:00,Zone A,2.94,16.14,23,normal
2025-04-01 20:35:00,Zone B,2.96,15.77,20,normal
2025-04-01 20:40:00,Zone B,2.77,17.0,21,normal
2025-04-01 20:45:00,Zone C,2.63,16.61,23,normal
2025-04-01 20:50:00,Zone C,2.6,13.05,24,normal
2025-04-01 20:55:00,Zone A,2.26,21.55,18,leak
2025-04-01 21:00:00,Zone A,2.76,14.7,21,normal
2025-04-01 21:05:00,Zone C,2.66,14.22,18,normal
2025-04-01 21:10:00,Zone A,2.88,14.77,23,normal
2025-04-01 21:15:00,Zone C,2.2,20.93,23,leak
2025-04-01 21:20:00,Zone B,2.91,16.08,21,normal
2025-04-01 21:25:00,Zone B,2.83,13.24,18,normal
2025-04-01 21:30:00,Zone C,2.52,15.72,20,normal
2025-04-01 21:35:00,Zone B,2.66,15.88,21,normal
2025-04-01 21:40:00,Zone C,2.97,15.03,23,normal
2025-04-01 21:45:00,Zone B,2.62,15.86,24,normal
2025-04-01 21:50:00,Zone A,2.51,16.06,24,normal
2025-04-01 21:55:00,Zone C,2.66,16.45,20,normal
2025-04-01 22:00:00,Zone C,2.74,16.58,21,normal
2025-04-01 22:05:00,Zone A,2.66,13.34,18,normal
2025-04-01 22:10:00,Zone C,2.98,13.49,21,normal
2025-04-01 22:15:00,Zone A,2.84,14.02,18,normal
2025-04-01 22:20:00,Zone A,2.79,16.39,23,normal
2025-04-01 22:25:00,Zone A,2.51,15.0,24,normal
2025-04-01 22:30:00,Zone B,3.0,14.27,25,normal
2025-04-01 22:35:00,Zone B,2.73,14.93,25,normal
2025-04-01 22:40:00,Zone A,2.64,13.62,19,normal
2025-04-01 22:45:00,Zone A,2.55,15.12,21,normal
2025-04-01 22:50:00,Zone A,2.9,15.65,18,normal
2025-04-01 22:55:00,Zone B,2.61,15.47,18,normal
2025-04-01 23:00:00,Zone B,2.75,14.39,18,normal
2025-04-01 23:05:00,Zone C,2.61,14.42,21,normal
2025-04-01 23:10:00,Zone A,2.77,15.92,19,normal
2025-04-01 23:15:00,Zone C,2.63,14.98,22,normal
2025-04-01 23:20:00,Zone A,2.84,13.03,24,normal
2025-04-01 23:25:00,Zone A,2.61,14.54,19,normal
2025-04-01 23:30:00,Zone A,2.84,16.82,18,normal
2025-04-01 23:35:00,Zone C,2.74,15.86,20,normal
2025-04-01 23:40:00,Zone B,2.94,15.35,21,normal
2025-04-01 23:45:00,Zone B,2.81,14.41,21,normal
2025-04-01 23:50:00,Zone B,2.69,15.87,25,normal
2025-04-01 23:55:00,Zone A,2.7,14.14,19,normal
2025-04-02 00:00:00,Zone C,2.52,14.26,23,normal
2025-04-02 00:05:00,Zone B,2.16,19.58,22,leak
2025-04-02 00:10:00,Zone C,2.82,16.27,22,normal
2025-04-02 00:15:00,Zone C,2.92,16.88,20,normal
2025-04-02 00:20:00,Zone B,2.59,16.77,25,normal
2025-04-02 00:25:00,Zone A,2.83,15.33,23,normal
2025-04-02 00:30:00,Zone A,2.22,21.59,18,leak
2025-04-02 00:35:00,Zone A,2.53,15.47,20,normal
2025-04-02 00:40:00,Zone C,2.54,16.72,23,normal
2025-04-02 00:45:00,Zone B,2.58,16.42,23,normal
2025-04-02 00:50:00,Zone C,2.64,15.36,23,normal
2025-04-02 00:55:00,Zone A,2.69,15.1,23,normal
2025-04-02 01:00:00,Zone B,2.52,13.89,19,normal
2025-04-02 01:05:00,Zone A,2.7,13.14,23,normal
2025-04-02 01:10:00,Zone A,2.59,16.22,21,normal
2025-04-02 01:15:00,Zone A,2.69,16.74,18,normal
2025-04-02 01:20:00,Zone A,2.61,15.28,24,normal
2025-04-02 01:25:00,Zone A,2.89,15.57,22,normal
2025-04-02 01:30:00,Zone C,2.86,14.4,19,normal
2025-04-02 01:35:00,Zone C,2.55,15.51,20,normal
2025-04-02 01:40:00,Zone B,2.53,14.28,19,normal
2025-04-02 01:45:00,Zone C,2.96,13.49,22,normal
2025-04-02 01:50:00,Zone A,2.83,13.45,21,normal
2025-04-02 01:55:00,Zone B,2.55,13.36,18,normal
2025-04-02 02:00:00,Zone A,2.08,18.93,25,leak
2025-04-02 02:05:00,Zone C,2.92,15.59,21,normal
2025-04-02 02:10:00,Zone A,2.52,15.89,21,normal
2025-04-02 02:15:00,Zone C,2.65,15.91,22,normal
2025-04-02 02:20:00,Zone A,2.52,16.9,25,normal
2025-04-02 02:25:00,Zone B,2.52,16.59,23,normal
2025-04-02 02:30:00,Zone B,2.54,14.62,22,normal
2025-04-02 02:35:00,Zone B,2.97,13.08,22,normal
2025-04-02 02:40:00,Zone C,2.28,19.65,23,leak
2025-04-02 02:45:00,Zone B,2.85,13.32,21,normal
2025-04-02 02:50:00,Zone A,2.57,16.28,23,normal
2025-04-02 02:55:00,Zone A,2.74,14.46,24,normal
2025-04-02 03:00:00,Zone C,2.85,16.36,25,normal
2025-04-02 03:05:00,Zone B,2.95,15.39,24,normal
2025-04-02 03:10:00,Zone C,2.88,13.23,22,normal
2025-04-02 03:15:00,Zone B,1.99,21.54,25,leak
2025-04-02 03:20:00,Zone A,2.07,21.11,22,leak
2025-04-02 03:25:00,Zone B,2.97,15.41,21,normal
2025-04-02 03:30:00,Zone A,2.7,13.13,18,normal
2025-04-02 03:35:00,Zone B,2.72,14.76,19,normal
2025-04-02 03:40:00,Zone C,2.68,16.9,18,normal
2025-04-02 03:45:00,Zone C,2.88,13.86,19,normal
2025-04-02 03:50:00,Zone B,2.91,14.4,22,normal
2025-04-02 03:55:00,Zone A,2.87,14.54,22,normal
2025-04-02 04:00:00,Zone A,2.86,13.16,23,normal
2025-04-02 04:05:00,Zone A,2.92,14.94,21,normal
2025-04-02 04:10:00,Zone C,2.72,13.21,24,normal
2025-04-02 04:15:00,Zone C,1.93,18.16,18,leak
2025-04-02 04:20:00,Zone B,2.98,15.25,19,normal
2025-04-02 04:25:00,Zone A,2.77,14.47,21,normal
2025-04-02 04:30:00,Zone B,2.8,14.63,25,normal
2025-04-02 04:35:00,Zone B,2.94,15.53,24,normal
2025-04-02 04:40:00,Zone C,2.86,16.05,23,normal
2025-04-02 04:45:00,Zone B,2.99,16.58,25,normal
2025-04-02 04:50:00,Zone C,1.94,21.04,23,leak
2025-04-02 04:55:00,Zone A,2.14,20.25,24,leak
2025-04-02 05:00:00,Zone A,2.67,13.13,23,normal
2025-04-02 05:05:00,Zone C,2.61,13.19,18,normal
2025-04-02 05:10:00,Zone C,2.56,15.02,21,normal
2025-04-02 05:15:00,Zone A,2.85,15.77,24,normal
2025-04-02 05:20:00,Zone C,2.88,15.49,22,normal
2025-04-02 05:25:00,Zone A,2.83,15.83,20,normal
2025-04-02 05:30:00,Zone C,2.53,16.38,21,normal
2025-04-02 05:35:00,Zone A,2.83,14.99,18,normal
2025-04-02 05:40:00,Zone B,2.74,15.1,22,normal
2025-04-02 05:45:00,Zone C,2.99,16.31,20,normal
2025-04-02 05:50:00,Zone C,2.54,15.39,23,normal
2025-04-02 05:55:00,Zone B,2.93,16.42,25,normal
2025-04-02 06:00:00,Zone A,2.62,15.0,24,normal
2025-04-02 06:05:00,Zone C,2.54,15.11,20,normal
2025-04-02 06:10:00,Zone C,2.93,15.62,23,normal
2025-04-02 06:15:00,Zone C,2.52,15.32,25,normal
2025-04-02 06:20:00,Zone B,2.83,13.25,22,normal
2025-04-02 06:25:00,Zone A,2.71,16.57,22,normal
2025-04-02 06:30:00,Zone B,2.78,13.76,20,normal
2025-04-02 06:35:00,Zone A,2.7,13.61,21,normal
2025-04-02 06:40:00,Zone A,2.91,16.07,24,normal
2025-04-02 06:45:00,Zone B,2.92,14.74,20,normal
2025-04-02 06:50:00,Zone B,2.57,14.99,25,normal
2025-04-02 06:55:00,Zone B,2.51,14.57,24,normal
2025-04-02 07:00:00,Zone C,2.84,13.04,25,normal
2025-04-02 07:05:00,Zone C,2.56,16.74,18,normal
2025-04-02 07:10:00,Zone A,2.83,14.41,21,normal
2025-04-02 07:15:00,Zone C,2.73,16.19,21,normal
2025-04-02 07:20:00,Zone A,2.14,20.6,24,leak
2025-04-02 07:25:00,Zone B,2.71,15.33,24,normal
2025-04-02 07:30:00,Zone C,2.8,15.39,20,normal
2025-04-02 07:35:00,Zone B,2.26,20.88,25,leak
2025-04-02 07:40:00,Zone C,2.59,13.94,22,normal
2025-04-02 07:45:00,Zone C,2.75,15.46,19,normal
2025-04-02 07:50:00,Zone C,2.74,16.99,21,normal
2025-04-02 07:55:00,Zone A,2.0,18.71,25,leak
2025-04-02 08:00:00,Zone C,2.8,14.03,21,normal
2025-04-02 08:05:00,Zone B,2.68,15.45,18,normal
2025-04-02 08:10:00,Zone B,2.53,15.49,22,normal
2025-04-02 08:15:00,Zone A,2.04,21.16,23,leak
2025-04-02 08:20:00,Zone C,2.73,16.69,18,normal
2025-04-02 08:25:00,Zone C,2.63,13.73,18,normal
2025-04-02 08:30:00,Zone C,1.99,18.07,24,leak
2025-04-02 08:35:00,Zone C,2.52,14.19,21,normal
2025-04-02 08:40:00,Zone A,2.1,21.06,18,leak
2025-04-02 08:45:00,Zone C,2.56,16.75,18,normal
2025-04-02 08:50:00,Zone B,2.89,14.68,21,normal
2025-04-02 08:55:00,Zone A,2.82,16.18,18,normal
2025-04-02 09:00:00,Zone C,2.69,16.56,19,normal
2025-04-02 09:05:00,Zone C,2.72,13.19,25,normal
2025-04-02 09:10:00,Zone B,2.77,16.05,20,normal
2025-04-02 09:15:00,Zone C,2.88,15.12,20,normal
2025-04-02 09:20:00,Zone A,2.94,14.68,23,normal
2025-04-02 09:25:00,Zone A,2.74,15.19,20,normal
2025-04-02 09:30:00,Zone C,2.27,18.53,22,leak
2025-04-02 09:35:00,Zone B,2.59,13.24,23,normal
2025-04-02 09:40:00,Zone A,2.24,19.64,18,leak
2025-04-02 09:45:00,Zone B,2.53,14.65,25,normal
2025-04-02 09:50:00,Zone B,2.58,13.05,20,normal
2025-04-02 09:55:00,Zone C,2.87,15.66,25,normal
2025-04-02 10:00:00,Zone A,3.0,13.94,22,normal
2025-04-02 10:05:00,Zone B,2.92,13.46,21,normal
2025-04-02 10:10:00,Zone C,2.75,13.46,18,normal
2025-04-02 10:15:00,Zone C,2.5,16.74,20,normal
2025-04-02 10:20:00,Zone A,2.92,14.46,18,normal
2025-04-02 10:25:00,Zone C,2.54,13.31,24,normal
2025-04-02 10:30:00,Zone A,2.81,16.66,25,normal
2025-04-02 10:35:00,Zone A,2.67,13.99,21,normal
2025-04-02 10:40:00,Zone A,2.84,13.39,18,normal
2025-04-02 10:45:00,Zone A,2.98,15.46,22,normal
2025-04-02 10:50:00,Zone A,2.03,18.56,22,leak
2025-04-02 10:55:00,Zone C,2.69,14.58,19,normal
2025-04-02 11:00:00,Zone C,2.64,16.83,20,normal
2025-04-02 11:05:00,Zone C,2.77,16.29,18,normal
2025-04-02 11:10:00,Zone A,2.09,20.75,24,leak
2025-04-02 11:15:00,Zone A,2.56,15.02,23,normal
2025-04-02 11:20:00,Zone B,2.95,15.53,23,normal
2025-04-02 11:25:00,Zone A,2.65,14.4,24,normal
2025-04-02 11:30:00,Zone C,2.76,13.15,25,normal
2025-04-02 11:35:00,Zone A,2.81,16.93,20,normal
2025-04-02 11:40:00,Zone B,2.84,15.88,21,normal
2025-04-02 11:45:00,Zone A,2.67,14.06,21,normal
2025-04-02 11:50:00,Zone B,2.83,16.85,23,normal
2025-04-02 11:55:00,Zone A,2.63,13.93,24,normal
2025-04-02 12:00:00,Zone B,2.1,19.6,20,leak
2025-04-02 12:05:00,Zone C,2.76,16.5,21,normal
2025-04-02 12:10:00,Zone B,2.89,16.15,20,normal
2025-04-02 12:15:00,Zone A,2.63,15.25,18,normal
2025-04-02 12:20:00,Zone A,2.77,14.42,20,normal
2025-04-02 12:25:00,Zone B,2.86,16.02,18,normal
2025-04-02 12:30:00,Zone C,2.21,18.81,21,leak
2025-04-02 12:35:00,Zone B,2.98,13.46,22,normal
2025-04-02 12:40:00,Zone B,2.75,16.58,22,normal
2025-04-02 12:45:00,Zone A,2.53,15.01,23,normal
2025-04-02 12:50:00,Zone C,2.92,15.41,20,normal
2025-04-02 12:55:00,Zone B,2.95,15.13,22,normal
2025-04-02 13:00:00,Zone A,2.78,15.66,21,normal
2025-04-02 13:05:00,Zone B,2.75,13.72,21,normal
2025-04-02 13:10:00,Zone A,2.79,13.49,23,normal
2025-04-02 13:15:00,Zone A,2.9,15.64,25,normal
2025-04-02 13:20:00,Zone B,2.99,15.1,20,normal
2025-04-02 13:25:00,Zone B,2.59,14.64,23,normal
2025-04-02 13:30:00,Zone C,2.8,14.98,19,normal
2025-04-02 13:35:00,Zone A,2.2,19.4,24,leak
2025-04-02 13:40:00,Zone B,2.18,21.68,18,leak
2025-04-02 13:45:00,Zone A,2.95,16.69,22,normal
2025-04-02 13:50:00,Zone A,2.27,18.33,22,leak
2025-04-02 13:55:00,Zone C,2.27,20.34,19,leak
2025-04-02 14:00:00,Zone B,2.97,13.48,23,normal
2025-04-02 14:05:00,Zone A,2.75,14.9,25,normal
2025-04-02 14:10:00,Zone A,2.91,15.1,23,normal
2025-04-02 14:15:00,Zone C,2.64,16.6,25,normal
2025-04-02 14:20:00,Zone A,2.98,14.47,24,normal
2025-04-02 14:25:00,Zone B,2.98,14.65,25,normal
2025-04-02 14:30:00,Zone C,2.03,20.48,23,leak
2025-04-02 14:35:00,Zone A,2.96,16.82,20,normal
2025-04-02 14:40:00,Zone C,2.55,13.06,22,normal
2025-04-02 14:45:00,Zone B,2.19,21.81,23,leak
2025-04-02 14:50:00,Zone A,2.85,15.94,23,normal
2025-04-02 14:55:00,Zone B,1.84,21.27,24,leak
2025-04-02 15:00:00,Zone C,2.63,13.57,25,normal
2025-04-02 15:05:00,Zone A,2.74,15.85,23,normal
2025-04-02 15:10:00,Zone A,2.81,15.39,22,normal
2025-04-02 15:15:00,Zone B,2.75,15.0,25,normal
2025-04-02 15:20:00,Zone A,2.98,13.72,21,normal
2025-04-02 15:25:00,Zone B,2.91,14.32,24,normal
2025-04-02 15:30:00,Zone A,2.65,16.55,24,normal
2025-04-02 15:35:00,Zone C,2.52,15.49,22,normal
2025-04-02 15:40:00,Zone B,2.8,14.59,21,normal
2025-04-02 15:45:00,Zone C,2.74,15.47,18,normal
2025-04-02 15:50:00,Zone B,2.57,16.88,18,normal
2025-04-02 15:55:00,Zone B,2.9,16.18,21,normal
2025-04-02 16:00:00,Zone C,2.91,15.27,20,normal
2025-04-02 16:05:00,Zone A,2.61,14.76,22,normal
2025-04-02 16:10:00,Zone C,2.84,14.37,24,normal
2025-04-02 16:15:00,Zone B,2.84,16.87,21,normal
2025-04-02 16:20:00,Zone C,2.98,15.56,22,normal
2025-04-02 16:25:00,Zone C,2.96,16.81,21,normal
2025-04-02 16:30:00,Zone A,2.73,15.45,18,normal
2025-04-02 16:35:00,Zone B,2.65,16.06,23,normal
2025-04-02 16:40:00,Zone C,2.9,13.17,20,normal
2025-04-02 16:45:00,Zone A,2.74,13.2,21,normal
2025-04-02 16:50:00,Zone A,2.9,15.92,18,normal
2025-04-02 16:55:00,Zone A,3.0,15.14,23,normal
2025-04-02 17:00:00,Zone B,1.97,18.32,24,leak
2025-04-02 17:05:00,Zone B,2.68,16.28,21,normal
2025-04-02 17:10:00,Zone A,2.82,16.19,18,normal
2025-04-02 17:15:00,Zone C,2.61,15.75,22,normal
2025-04-02 17:20:00,Zone B,2.62,15.71,23,normal
2025-04-02 17:25:00,Zone B,2.51,16.27,24,normal
2025-04-02 17:30:00,Zone B,2.9,15.83,23,normal
2025-04-02 17:35:00,Zone C,2.57,13.24,23,normal
2025-04-02 17:40:00,Zone B,2.96,13.26,20,normal
2025-04-02 17:45:00,Zone C,2.76,13.54,25,normal
2025-04-02 17:50:00,Zone A,2.66,14.08,24,normal
2025-04-02 17:55:00,Zone B,2.53,16.19,19,normal
2025-04-02 18:00:00,Zone A,2.65,14.41,22,normal
2025-04-02 18:05:00,Zone A,2.65,16.18,21,normal
2025-04-02 18:10:00,Zone B,2.61,16.99,18,normal
2025-04-02 18:15:00,Zone C,2.87,14.65,22,normal
2025-04-02 18:20:00,Zone C,2.59,14.67,21,normal
2025-04-02 18:25:00,Zone C,2.26,19.73,20,leak
2025-04-02 18:30:00,Zone C,2.93,14.02,25,normal
2025-04-02 18:35:00,Zone B,2.74,13.99,23,normal
2025-04-02 18:40:00,Zone B,2.99,13.98,25,normal
2025-04-02 18:45:00,Zone C,2.97,15.34,19,normal
2025-04-02 18:50:00,Zone A,2.12,21.98,20,leak
2025-04-02 18:55:00,Zone B,2.54,13.43,20,normal
2025-04-02 19:00:00,Zone B,2.79,14.56,23,normal
2025-04-02 19:05:00,Zone B,2.53,14.16,18,normal
2025-04-02 19:10:00,Zone C,2.84,16.65,25,normal
2025-04-02 19:15:00,Zone B,2.64,14.0,25,normal
2025-04-02 19:20:00,Zone A,2.71,13.49,25,normal
2025-04-02 19:25:00,Zone B,2.63,16.28,20,normal
2025-04-02 19:30:00,Zone C,2.98,13.67,20,normal
2025-04-02 19:35:00,Zone C,2.56,15.84,20,normal
2025-04-02 19:40:00,Zone A,2.63,15.22,25,normal
2025-04-02 19:45:00,Zone A,2.54,15.03,22,normal
2025-04-02 19:50:00,Zone C,2.98,13.17,25,normal
2025-04-02 19:55:00,Zone C,2.91,14.41,23,normal
2025-04-02 20:00:00,Zone B,2.67,14.17,25,normal
2025-04-02 20:05:00,Zone A,2.62,13.59,23,normal
2025-04-02 20:10:00,Zone B,2.53,16.18,20,normal
2025-04-02 20:15:00,Zone A,2.72,14.59,24,normal
2025-04-02 20:20:00,Zone B,2.91,16.06,22,normal
2025-04-02 20:25:00,Zone B,2.01,19.32,20,leak
2025-04-02 20:30:00,Zone B,1.9,20.56,21,leak
2025-04-02 20:35:00,Zone C,2.74,16.25,25,normal
2025-04-02 20:40:00,Zone C,2.58,14.0,24,normal
2025-04-02 20:45:00,Zone C,2.63,13.64,23,normal
2025-04-02 20:50:00,Zone A,2.66,15.84,22,normal
2025-04-02 20:55:00,Zone B,2.61,16.61,23,normal
2025-04-02 21:00:00,Zone A,2.6,13.23,20,normal
2025-04-02 21:05:00,Zone A,2.81,15.64,25,normal
2025-04-02 21:10:00,Zone C,2.56,16.67,18,normal
2025-04-02 21:15:00,Zone A,2.91,13.36,21,normal
2025-04-02 21:20:00,Zone C,2.83,14.12,22,normal
2025-04-02 21:25:00,Zone A,2.74,16.29,25,normal
